code	name	category	subcategory	price	image	colors
NB-568	Taza enamel(peltre) 11 oz borde	Sublimación y personalización	Tazas	₡5 000	/products/catalog-verified/nb-568/01-plateado.webp	Plateado, Rojo, Negro
NB-569	Taza enamel(peltre) 11 oz borde cobalto	Sublimación y personalización	Tazas	₡5 500	/products/catalog-verified/nb-569/01-azul.webp	Azul
NB-570	Taza escarchada 11 oz	Sublimación y personalización	Tazas	₡4 000	/products/catalog-verified/nb-570/01-dorado.webp	Dorado, Plateado
NB-571	Taza escarchada 11 oz con degradado dorado-purpura	Sublimación y personalización	Tazas	₡4 000	/products/catalog-verified/nb-571/01-dorado.webp	Dorado
NB-573	Taza mágica 11 oz (cielo estrellado)	Sublimación y personalización	Tazas	₡3 000	/products/catalog-verified/nb-573/01-azul.webp	Azul, Rojo, Negro
NB-579	Taza mágica 11 oz de agarradera de corazón	Sublimación y personalización	Tazas	₡6 000	/products/catalog-verified/nb-579/01-modelo-unico.webp	
NB-575	Taza magica completa	Sublimación y personalización	Tazas	₡5 000	/products/catalog-verified/nb-575/01-negro.webp	Negro
NB-576	Taza mágica con fondo y cuchara de de 11 oz	Sublimación y personalización	Tazas	₡5 500	/products/catalog-verified/nb-576/01-verde.webp	Verde
NB-577	Taza mágica de 11 oz brillante	Sublimación y personalización	Tazas	₡3 000	/products/catalog-verified/nb-577/01-modelo-unico.webp	
NB-578	Taza mágica de 11 oz con fondo y cuchara	Sublimación y personalización	Tazas	₡5 500	/products/catalog-verified/nb-578/01-modelo-unico.webp	
NB-525	Taza mágica de 15 oz	Sublimación y personalización	Tazas	₡5 500	/products/catalog-verified/nb-525/01-modelo-unico.webp	
NB-581	Taza magica interior	Sublimación y personalización	Tazas	₡3 000	/products/catalog-verified/nb-581/01-blanco.webp	Blanco
NB-583	Taza metalizada 11 oz cobre	Sublimación y personalización	Tazas	₡3 500	/products/catalog-verified/nb-583/01-modelo-unico.webp	
NB-584	Taza metalizada 11 oz esmeralda	Sublimación y personalización	Tazas	₡3 500	/products/catalog-verified/nb-584/01-verde.webp	Verde
NB-572	Taza purpura escarchada encapsulada acero inoxidable con agarradera y tapa 12 oz	Sublimación y personalización	Tazas	₡18 000	/products/catalog-verified/nb-572/01-modelo-unico.webp	
NB-586	Taza vidrio glaseada	Sublimación y personalización	Tazas	₡3 000	/products/catalog-verified/nb-586/02-azul.webp	Azul, Celeste, Naranja, Rojo, Verde
NB-587	Taza vidrio glaseado	Sublimación y personalización	Tazas	₡3 000	/products/catalog-verified/nb-587/01-modelo-unico.webp	
NB-683	Tequilero 3 onz glaseado	Sublimación y personalización	Vasos y tumblers	₡3 000	/products/catalog-verified/nb-683/01-modelo-unico.webp	
NB-684	Tequilero glaseado degradado 3 onz	Sublimación y personalización	Vasos y tumblers	₡3 000	/products/catalog-verified/nb-684/01-amarillo.webp	Amarillo, Celeste, Rojo, Rosa, Verde
NB-685	Tequilero parche borde 3 onz	Sublimación y personalización	Vasos y tumblers	₡3 500	/products/catalog-verified/nb-685/01-dorado.webp	Dorado
NB-253	Termo de acero tapa 500 ml	Sublimación y personalización	Botellas y termos	₡15 500	/products/catalog-verified/nb-253/01-blanco-negro.webp	Blanco / Negro
NB-688	Tumbler 30 oz acero inoxidable	Sublimación y personalización	Vasos y tumblers	₡13 500	/products/catalog-verified/nb-688/01-blanco.webp	Blanco, Plateado
NB-687	Tumbler 30onz borde holografico	Sublimación y personalización	Vasos y tumblers	₡10 500	/products/catalog-verified/nb-687/01-modelo-unico.webp	
NB-689	Tumbler 40 onz recto para sublimar	Sublimación y personalización	Vasos y tumblers	₡15 500	/products/catalog-verified/nb-689/01-modelo-unico.webp	
NB-690	Tumbler 40 oz con agarradera acero inoxidable	Sublimación y personalización	Vasos y tumblers	₡15 000	/products/catalog-verified/nb-690/01-dorado.webp	Dorado
NB-691	Tumbler conico termico 20 onz	Sublimación y personalización	Vasos y tumblers	₡10 000	/products/catalog-verified/nb-691/01-fucsia.webp	Fucsia, Menta, Negro, Rosa
NB-693	Tumbler de 30 onz termico	Sublimación y personalización	Vasos y tumblers	₡10 500	/products/catalog-verified/nb-693/01-fucsia.webp	Fucsia, Rosa
NB-694	Tumbler escarchado 40 oz con agarradera acero inoxidable	Sublimación y personalización	Vasos y tumblers	₡18 500	/products/catalog-verified/nb-694/01-plateado.webp	Plateado
NB-695	Tumbler tipo vaso de acero 10onz	Sublimación y personalización	Vasos y tumblers	₡9 000	/products/catalog-verified/nb-695/01-negro.webp	Negro
NB-696	Vasito tequilero de 3 oz con degradado	Sublimación y personalización	Vasos y tumblers	₡3 000	/products/catalog-verified/nb-696/01-negro.webp	Negro, Celeste, Verde, Rojo, Azul, Naranja, Amarillo, Amarillo limón, Fucsia
NB-700	Vaso coctelero de acero	Sublimación y personalización	Vasos y tumblers	₡9 500	/products/catalog-verified/nb-700/01-blanco.webp	Blanco, Plateado, Menta
NB-701	Vaso coctelero de acero escarchada	Sublimación y personalización	Vasos y tumblers	₡14 500	/products/catalog-verified/nb-701/01-dorado.webp	Dorado, Rosa
NB-702	Vaso coctelero de acero escarchado	Sublimación y personalización	Vasos y tumblers	₡15 000	/products/catalog-verified/nb-702/01-plateado.webp	Plateado
NB-704	Vaso coctelero de vidrio glaseado	Sublimación y personalización	Vasos y tumblers	₡6 000	/products/catalog-verified/nb-704/01-modelo-unico.webp	
NB-697	Vaso de acero inoxidable 480 ml térmica	Sublimación y personalización	Vasos y tumblers	₡14 500	/products/catalog-verified/nb-697/01-blanco.webp	Blanco, Plateado
NB-706	Vaso deportivo acero doble pared 450 ml	Sublimación y personalización	Vasos y tumblers	₡9 000	/products/catalog-verified/nb-706/01-plateado.webp	Plateado, Blanco
NB-707	Vaso tequilero 3 oz con borde	Sublimación y personalización	Vasos y tumblers	₡3 500	/products/catalog-verified/nb-707/01-dorado.webp	Dorado
NB-708	Vaso tequilero 3 oz glaseado	Sublimación y personalización	Vasos y tumblers	₡3 000	/products/catalog-verified/nb-708/01-modelo-unico.webp	
NB-710	Vaso térmico acero inoxidable 600 ml cambia de con los rayos uv	Sublimación y personalización	Vasos y tumblers	₡16 000	/products/catalog-verified/nb-710/01-blanco-rosa.webp	Blanco / Rosa, Blanco / Celeste
NB-711	Vaso térmico acero inoxidable 600 ml escarchado	Sublimación y personalización	Vasos y tumblers	₡15 000	/products/catalog-verified/nb-711/01-plateado.webp	Plateado, Dorado, Rosa, Menta
NB-712	Vaso térmico acero inoxidable escarchado encapsulado 600 ml	Sublimación y personalización	Vasos y tumblers	₡15 000	/products/catalog-verified/nb-712/01-azul-oscuro.webp	Azul oscuro, Rojo, Verde, Celeste, Blanco
NB-709	Vaso térmico skinny acero inoxidable 600 ml	Sublimación y personalización	Vasos y tumblers	₡10 500	/products/catalog-verified/nb-709/01-blanco.webp	Blanco, Plateado
NB-714	Vaso vidrio transp doble pared bambu 16onz snow globe	Sublimación y personalización	Vasos y tumblers	₡7 000	/products/catalog-verified/nb-714/01-modelo-unico.webp	
NB-716	Vaso whiskero 350 ml acero inoxidable 304	Sublimación y personalización	Vasos y tumblers	₡11 500	/products/catalog-verified/nb-716/01-naranja-neon.webp	Naranja neón, Verde neón
NB-717	Vaso whiskero glaseado 8 oz	Sublimación y personalización	Vasos y tumblers	₡3 500	/products/catalog-verified/nb-717/01-modelo-unico.webp	
NB-718	Vaso wisquero 8 onz	Sublimación y personalización	Vasos y tumblers	₡3 500	/products/catalog-verified/nb-718/01-modelo-unico.webp	
NB-285	Visera de algodón con cierre de velcro	Sublimación y personalización	Gorras y sombreros	₡8 500	/products/catalog-verified/nb-285/01-azul-marino.webp	Azul marino, Negro, Gris, Rosa
NB-286	Visera de poliéster con cierre de velcro	Sublimación y personalización	Gorras y sombreros	₡8 500	/products/catalog-verified/nb-286/01-blanco.webp	Blanco
NB-287	Visera premium	Sublimación y personalización	Gorras y sombreros	₡3 500	/products/catalog-verified/nb-287/01-blanco.webp	Blanco
NB-288	Visera premium algodon	Sublimación y personalización	Gorras y sombreros	₡3 500	/products/catalog-verified/nb-288/01-negro.webp	Negro, Rojo
